Nom_espece_source;Latitude;Longitude
Convolvulus lanuginosus;39,32721;-0,52891
Convolvulus lanuginosus;39,32745;-0,5405
Convolvulus lanuginosus;39,3277;-0,55209
Convolvulus lanuginosus;39,32794;-0,56369
Convolvulus lanuginosus;39,33123;-0,72598
Convolvulus lanuginosus;39,33159;-1,27124
Convolvulus lanuginosus;39,33596;-0,517
Convolvulus lanuginosus;39,33621;-0,52859
Convolvulus lanuginosus;39,3367;-0,55178
Convolvulus lanuginosus;39,35446;-0,53956
Convolvulus lanuginosus;39,35639;-0,63233
Convolvulus lanuginosus;39,35685;-0,65552
Convolvulus lanuginosus;39,3605;-0,53783
Convolvulus lanuginosus;39,36193;-0,92229
Convolvulus lanuginosus;39,36452;-1,0731
Convolvulus lanuginosus;39,36539;-0,63202
Convolvulus lanuginosus;39,36562;-0,64362
Convolvulus lanuginosus;39,36586;-0,65522
Convolvulus lanuginosus;39,37344;-0,58532
Convolvulus lanuginosus;39,37368;-0,59692
Convolvulus lanuginosus;39,37372;-1,08446
Convolvulus lanuginosus;39,3822;-0,57341
Convolvulus lanuginosus;39,38244;-0,58501
Convolvulus lanuginosus;39,38268;-0,59661
Convolvulus lanuginosus;39,38681;-0,80545
Convolvulus lanuginosus;39,39559;-0,79356
Convolvulus lanuginosus;39,40164;-0,64241
Convolvulus lanuginosus;39,40187;-0,65401
Convolvulus lanuginosus;39,40736;-0,94417
Convolvulus lanuginosus;39,40872;-0,54926
Convolvulus lanuginosus;39,40896;-0,56087
Convolvulus lanuginosus;39,41111;-0,66532
Convolvulus lanuginosus;39,41382;-0,8046
Convolvulus lanuginosus;39,41554;-0,89747
Convolvulus lanuginosus;39,41575;-0,90908
Convolvulus lanuginosus;39,41595;-0,92069
Convolvulus lanuginosus;39,41748;-0,53734
Convolvulus lanuginosus;39,41772;-0,54895
Convolvulus lanuginosus;39,41797;-0,56055
Convolvulus lanuginosus;39,41821;-0,57216
Convolvulus lanuginosus;39,41845;-0,58377
Convolvulus lanuginosus;39,41964;-0,6418
Convolvulus lanuginosus;39,41988;-0,65341
Convolvulus lanuginosus;39,42496;-0,92042
Convolvulus lanuginosus;39,42623;-0,52542
Convolvulus lanuginosus;39,42648;-0,53702
Convolvulus lanuginosus;39,42672;-0,54863
Convolvulus lanuginosus;39,42697;-0,56024
Convolvulus lanuginosus;39,42721;-0,57185
Convolvulus lanuginosus;39,42745;-0,58346
Convolvulus lanuginosus;39,42817;-0,61828
Convolvulus lanuginosus;39,42841;-0,62989
Convolvulus lanuginosus;39,43355;-0,89693
Convolvulus lanuginosus;39,43376;-0,90854
Convolvulus lanuginosus;39,43597;-0,55992
Convolvulus lanuginosus;39,43621;-0,57153
Convolvulus lanuginosus;39,43858;-0,68764
Convolvulus lanuginosus;39,43881;-0,69925
Convolvulus lanuginosus;39,44735;-0,67573
Convolvulus lanuginosus;39,44782;-0,69895
Convolvulus lanuginosus;39,44895;-0,75702
Convolvulus lanuginosus;39,44917;-0,76863
Convolvulus lanuginosus;39,4494;-0,78024
Convolvulus lanuginosus;39,45636;-0,67543
Convolvulus lanuginosus;39,45659;-0,68704
Convolvulus lanuginosus;39,45682;-0,69866
Convolvulus lanuginosus;39,45795;-0,75673
Convolvulus lanuginosus;39,45818;-0,76834
Convolvulus lanuginosus;39,4584;-0,77996
Convolvulus lanuginosus;39,46107;-1,51213
Convolvulus lanuginosus;39,46696;-0,75644
Convolvulus lanuginosus;39,46718;-0,76806
Convolvulus lanuginosus;39,4674;-0,77967
Convolvulus lanuginosus;39,46956;-0,89584
Convolvulus lanuginosus;39,47366;-0,63998
Convolvulus lanuginosus;39,4739;-0,6516
Convolvulus lanuginosus;39,47908;-1,51174
Convolvulus lanuginosus;39,48171;-0,5932
Convolvulus lanuginosus;39,48195;-0,60482
Convolvulus lanuginosus;39,48266;-0,63967
Convolvulus lanuginosus;39,4829;-0,65129
Convolvulus lanuginosus;39,48313;-0,66291
Convolvulus lanuginosus;39,49023;-0,56966
Convolvulus lanuginosus;39,49071;-0,59289
Convolvulus lanuginosus;39,49095;-0,60451
Convolvulus lanuginosus;39,49119;-0,61613
Convolvulus lanuginosus;39,49143;-0,62775
Convolvulus lanuginosus;39,49167;-0,63937
Convolvulus lanuginosus;39,4919;-0,65099
Convolvulus lanuginosus;39,49214;-0,66261
Convolvulus lanuginosus;39,49725;-0,47639
Convolvulus lanuginosus;39,49899;-0,55772
Convolvulus lanuginosus;39,49923;-0,56934
Convolvulus lanuginosus;39,49947;-0,58096
Convolvulus lanuginosus;39,49972;-0,59258
Convolvulus lanuginosus;39,49996;-0,6042
Convolvulus lanuginosus;39,50019;-0,61582
Convolvulus lanuginosus;39,50043;-0,62744
Convolvulus lanuginosus;39,50067;-0,63907
Convolvulus lanuginosus;39,50625;-0,47606
Convolvulus lanuginosus;39,5065;-0,48768
Convolvulus lanuginosus;39,50675;-0,4993
Convolvulus lanuginosus;39,507;-0,51092
Convolvulus lanuginosus;39,50723;-0,98775
Convolvulus lanuginosus;39,50725;-0,52254
Convolvulus lanuginosus;39,5075;-0,53416
Convolvulus lanuginosus;39,50775;-0,54578
Convolvulus lanuginosus;39,50799;-0,55741
Convolvulus lanuginosus;39,50823;-0,56903
Convolvulus lanuginosus;39,50848;-0,58065
Convolvulus lanuginosus;39,50872;-0,59227
Convolvulus lanuginosus;39,51423;-0,42925
Convolvulus lanuginosus;39,51475;-0,45249
Convolvulus lanuginosus;39,51525;-0,47573
Convolvulus lanuginosus;39,51551;-0,48736
Convolvulus lanuginosus;39,51601;-0,5106
Convolvulus lanuginosus;39,51625;-0,52222
Convolvulus lanuginosus;39,5165;-0,53385
Convolvulus lanuginosus;39,51675;-0,54547
Convolvulus lanuginosus;39,51699;-0,55709
Convolvulus lanuginosus;39,51724;-0,56871
Convolvulus lanuginosus;39,51748;-0,58034
Convolvulus lanuginosus;39,51772;-0,59196
Convolvulus lanuginosus;39,52187;-0,8012
Convolvulus lanuginosus;39,52252;-0,83608
Convolvulus lanuginosus;39,52375;-0,45216
Convolvulus lanuginosus;39,524;-0,46378
Convolvulus lanuginosus;39,52451;-0,48703
Convolvulus lanuginosus   ;39,52501;-0,51028
Convolvulus lanuginosus;39,52526;-0,5219
Convolvulus lanuginosus;39,5255;-0,53353
Convolvulus lanuginosus;39,52575;-0,54515
Convolvulus lanuginosus;39,526;-0,55678
Convolvulus lanuginosus;39,52624;-0,5684
Convolvulus lanuginosus;39,52648;-0,58002
Convolvulus lanuginosus;39,52672;-0,59165
Convolvulus lanuginosus;39,52696;-0,60327
Convolvulus lanuginosus;39,5272;-0,6149
Convolvulus lanuginosus;39,52854;-0,50863
Convolvulus lanuginosus;39,53174;-0,84743
Convolvulus lanuginosus;39,53254;-0,60871
Convolvulus lanuginosus   ;39,53275;-0,45183
Convolvulus lanuginosus;39,53281;-0,90557
Convolvulus lanuginosus;39,533;-0,46346
Convolvulus lanuginosus;39,53351;-0,48671
Convolvulus lanuginosus;39,53363;-0,60089
Convolvulus lanuginosus;39,53376;-0,49833
Convolvulus lanuginosus;39,53401;-0,50996
Convolvulus lanuginosus;39,53422;-0,60359
Convolvulus lanuginosus;39,53426;-0,52158
Convolvulus lanuginosus;39,53451;-0,53321
Convolvulus lanuginosus;39,53475;-0,54483
Convolvulus lanuginosus;39,535;-0,55646
Convolvulus lanuginosus;39,53524;-0,56809
Convolvulus lanuginosus;39,53527;-0,60917
Convolvulus lanuginosus;39,53548;-0,57971
Convolvulus lanuginosus;39,53573;-0,59134
Convolvulus lanuginosus;39,53597;-0,60296
Convolvulus lanuginosus;39,53621;-0,61459
Convolvulus lanuginosus;39,53644;-0,62622
Convolvulus lanuginosus;39,53692;-0,64947
Convolvulus lanuginosus;39,53745;-0,60739
Convolvulus lanuginosus;39,5391;-0,62432
Convolvulus lanuginosus;39,53966;-0,78901
Convolvulus lanuginosus;39,53988;-0,80064
Convolvulus lanuginosus;39,54065;-0,63786
Convolvulus lanuginosus;39,54098;-0,41662
Convolvulus lanuginosus;39,54117;-0,64058
Convolvulus lanuginosus;39,54137;-1,45223
Convolvulus lanuginosus;39,5415;-0,43988
Convolvulus lanuginosus;39,54175;-0,4515
Convolvulus lanuginosus;39,54201;-0,46313
Convolvulus lanuginosus;39,54202;-0,91693
Convolvulus lanuginosus   Desr. & Lam.;39,54213;-1,5104
Convolvulus lanuginosus;39,542191;-0,492523
Convolvulus lanuginosus;39,54251;-0,48638
Convolvulus lanuginosus;39,54276;-0,49801
Convolvulus lanuginosus;39,54301;-0,50963
Convolvulus lanuginosus;39,54326;-0,52126
Convolvulus lanuginosus;39,54375;-0,54452
Convolvulus lanuginosus;39,544;-0,55614
Convolvulus lanuginosus;39,54414;-1,45043
Convolvulus lanuginosus;39,54424;-0,56777
Convolvulus lanuginosus;39,54497;-0,60265
Convolvulus lanuginosus;39,54521;-0,61428
Convolvulus lanuginosus;39,54545;-0,62591
Convolvulus lanuginosus;39,54568;-0,63754
Convolvulus lanuginosus;39,54592;-0,64917
Convolvulus lanuginosus;39,54615;-0,6608
Convolvulus lanuginosus;39,54746;-0,51014
Convolvulus lanuginosus;39,5476;-0,60004
Convolvulus lanuginosus;39,54764;-0,60005
Convolvulus lanuginosus;39,54814;-0,50901
Convolvulus lanuginosus;39,54866;-0,78872
Convolvulus lanuginosus;39,54888;-0,80035
Convolvulus lanuginosus;39,5491;-0,81198
Convolvulus lanuginosus;39,54932;-0,82361
Convolvulus lanuginosus;39,54954;-0,83524
Convolvulus lanuginosus;39,54971;-0,60005
Convolvulus lanuginosus;39,55033;-0,60071
Convolvulus lanuginosus;39,55047;-0,62142
Convolvulus lanuginosus;39,55049;-0,61884
Convolvulus lanuginosus   ;39,5505;-0,43955
Convolvulus lanuginosus;39,5506;-0,8934
Convolvulus lanuginosus;39,55082;-0,90503
Convolvulus lanuginosus;39,551;-0,61898
Convolvulus lanuginosus   Desr. & Lam.;39,55122;-2,6741
Convolvulus lanuginosus;39,55126;-0,47443
Convolvulus lanuginosus;39,55151;-0,48606
Convolvulus lanuginosus;39,55176;-0,49768
Convolvulus lanuginosus;39,55201;-0,50931
Convolvulus lanuginosus;39,55205;-0,97482
Convolvulus lanuginosus;39,55225;-0,98645
Convolvulus lanuginosus;39,55246;-0,99808
Convolvulus lanuginosus;39,55276;-0,5442
Convolvulus lanuginosus;39,553;-0,55583
Convolvulus lanuginosus;39,55325;-0,56746
Convolvulus lanuginosus;39,55492;-0,64886
Convolvulus lanuginosus;39,55788;-0,80007
Convolvulus lanuginosus;39,5581;-0,8117
Convolvulus lanuginosus;39,55832;-0,82333
Convolvulus lanuginosus;39,55854;-0,83496
Convolvulus lanuginosus;39,55876;-0,84659
Convolvulus lanuginosus;39,55961;-0,89312
Convolvulus lanuginosus;39,56026;-0,4741
Convolvulus lanuginosus;39,56051;-0,48573
Convolvulus lanuginosus;39,56102;-0,50899
Convolvulus lanuginosus;39,56106;-0,97456
Convolvulus lanuginosus;39,562;-0,55551
Convolvulus lanuginosus;39,56225;-0,56714
Convolvulus lanuginosus;39,56369;-0,63693
Convolvulus lanuginosus;39,56645;-1,31198
Convolvulus lanuginosus;39,56754;-0,83468
Convolvulus lanuginosus;39,56882;-0,90449
Convolvulus lanuginosus;39,56952;-0,48541
Convolvulus lanuginosus;39,56977;-0,49704
Convolvulus lanuginosus;39,57101;-0,5552
Convolvulus lanuginosus;39,57125;-0,56683
Convolvulus lanuginosus;39,57269;-0,63662
Convolvulus lanuginosus;39,57877;-0,49671
Convolvulus lanuginosus;39,57902;-0,50835
Convolvulus lanuginosus;39,57927;-0,51998
Convolvulus lanuginosus;39,57952;-0,53161
Convolvulus lanuginosus;39,58026;-1,04386
Convolvulus lanuginosus;39,58309;-0,70613
Convolvulus lanuginosus;39,58777;-0,49639
Convolvulus lanuginosus;39,58802;-0,50802
Convolvulus lanuginosus;39,58827;-0,51966
Convolvulus lanuginosus;39,58852;-0,53129
Convolvulus lanuginosus;39,58877;-0,54293
Convolvulus lanuginosus;39,58927;-1,0436
Convolvulus lanuginosus;39,58998;-0,6011
Convolvulus lanuginosus;39,59022;-0,61274
Convolvulus lanuginosus;39,59046;-0,62437
Convolvulus lanuginosus;39,5907;-0,63601
Convolvulus lanuginosus;39,59093;-0,64765
Convolvulus lanuginosus   Desr. & Lam.;39,59101;-1,84707
Convolvulus lanuginosus;39,59233;-0,71747
Convolvulus lanuginosus;39,59477;-0,84548
Convolvulus lanuginosus;39,59499;-0,85712
Convolvulus lanuginosus;39,59677;-0,49606
Convolvulus lanuginosus;39,59702;-0,5077
Convolvulus lanuginosus;39,59727;-0,51934
Convolvulus lanuginosus;39,59752;-0,53097
Convolvulus lanuginosus;39,59777;-0,54261
Convolvulus lanuginosus;39,59826;-0,56588
Convolvulus lanuginosus;39,59898;-0,60079
Convolvulus lanuginosus;39,59922;-0,61243
Convolvulus lanuginosus;39,59946;-0,62407
Convolvulus lanuginosus;39,5997;-0,6357
Convolvulus lanuginosus;39,59994;-0,64734
Convolvulus lanuginosus;39,60133;-0,71717
Convolvulus lanuginosus;39,60399;-0,85684
Convolvulus lanuginosus;39,60421;-0,86848
Convolvulus lanuginosus;39,60463;-0,89176
Convolvulus lanuginosus;39,60476;-0,44919
Convolvulus lanuginosus;39,60484;-0,9034
Convolvulus lanuginosus;39,60652;-0,53065
Convolvulus lanuginosus;39,60677;-0,54229
Convolvulus lanuginosus;39,60726;-0,56557
Convolvulus lanuginosus;39,60823;-0,61212
Convolvulus lanuginosus;39,60847;-0,62376
Convolvulus lanuginosus;39,6087;-0,6354
Convolvulus lanuginosus;39,60894;-0,64704
Convolvulus lanuginosus;39,60964;-0,68195
Convolvulus lanuginosus;39,61221;-0,37904
Convolvulus lanuginosus;39,61247;-0,39067
Convolvulus lanuginosus;39,61325;-0,42559
Convolvulus lanuginosus;39,61376;-0,44886
Convolvulus lanuginosus;39,61385;-0,90313
Convolvulus lanuginosus;39,61426;-0,92641
Convolvulus lanuginosus;39,61552;-0,53033
Convolvulus lanuginosus   ;39,61577;-0,54197
Convolvulus lanuginosus;39,61602;-0,55361
Convolvulus lanuginosus;39,61626;-0,56525
Convolvulus lanuginosus;39,61651;-0,57689
Convolvulus lanuginosus;39,61699;-0,60017
Convolvulus lanuginosus;39,61723;-0,61181
Convolvulus lanuginosus;39,62068;-0,35542
Convolvulus lanuginosus;39,62121;-0,3787
Convolvulus lanuginosus;39,62147;-0,39033
Convolvulus lanuginosus;39,62225;-0,42525
Convolvulus lanuginosus   ;39,62251;-0,43689
Convolvulus lanuginosus;39,62306;-0,9145
Convolvulus lanuginosus;39,62353;-0,48345
Convolvulus lanuginosus;39,62378;-0,49509
Convolvulus lanuginosus;39,62428;-0,51837
Convolvulus lanuginosus   ;39,62453;-0,53001
Convolvulus lanuginosus;39,62477;-0,54165
Convolvulus lanuginosus;39,62526;-0,56494
Convolvulus lanuginosus;39,62551;-0,57658
Convolvulus lanuginosus;39,62575;-0,58822
Convolvulus lanuginosus;39,62623;-0,6115
Convolvulus lanuginosus;39,62788;-0,693
Convolvulus lanuginosus;39,62834;-0,71628
Convolvulus lanuginosus;39,62857;-0,72793
Convolvulus lanuginosus;39,6288;-0,73957
Convolvulus lanuginosus;39,62968;-0,35508
Convolvulus lanuginosus;39,62969;-0,78614
Convolvulus lanuginosus;39,62995;-0,36672
Convolvulus lanuginosus;39,63125;-0,42492
Convolvulus lanuginosus;39,63151;-0,43656
Convolvulus lanuginosus;39,63177;-0,4482
Convolvulus lanuginosus;39,63202;-0,45984
Convolvulus lanuginosus;39,63227;-0,92588
Convolvulus lanuginosus;39,63228;-0,47148
Convolvulus lanuginosus;39,63253;-0,48312
Convolvulus lanuginosus;39,63278;-0,49477
Convolvulus lanuginosus;39,63303;-0,50641
Convolvulus lanuginosus;39,63328;-0,51805
Convolvulus lanuginosus;39,63378;-0,54133
Convolvulus lanuginosus;39,63402;-0,55298
Convolvulus lanuginosus;39,63451;-0,57626
Convolvulus lanuginosus;39,63475;-0,58791
Convolvulus lanuginosus;39,63642;-0,66941
Convolvulus lanuginosus;39,63688;-0,6927
Convolvulus lanuginosus;39,63711;-0,70434
Convolvulus lanuginosus;39,63757;-0,72763
Convolvulus lanuginosus;39,6378;-0,73927
Convolvulus lanuginosus;39,63825;-0,76256
Convolvulus lanuginosus;39,63847;-0,77421
Convolvulus lanuginosus;39,63868;-0,35473
Convolvulus lanuginosus;39,6387;-0,78585
Convolvulus lanuginosus;39,63973;-0,4013
Convolvulus lanuginosus;39,63986;-0,7679
Convolvulus lanuginosus;39,63999;-0,41294
Convolvulus lanuginosus;39,64025;-0,42458
Convolvulus lanuginosus;39,64077;-0,44787
Convolvulus lanuginosus;39,64102;-0,45951
Convolvulus lanuginosus;39,64107;-0,91396
Convolvulus lanuginosus;39,64128;-0,47116
Convolvulus lanuginosus;39,64153;-0,4828
Convolvulus lanuginosus;39,64178;-0,49444
Convolvulus lanuginosus;39,64203;-0,50608
Convolvulus lanuginosus;39,64302;-0,55266
Convolvulus lanuginosus;39,64351;-0,57595
Convolvulus lanuginosus;39,64376;-0,58759
Convolvulus lanuginosus;39,64589;-0,6924
Convolvulus lanuginosus;39,64703;-0,75063
Convolvulus lanuginosus;39,64725;-0,76227
Convolvulus lanuginosus;39,64768;-0,35439
Convolvulus lanuginosus;39,64795;-0,36603
Convolvulus lanuginosus;39,64874;-0,40096
Convolvulus lanuginosus;39,649;-0,41261
Convolvulus lanuginosus   ;39,65028;-0,47083
Convolvulus lanuginosus;39,65053;-0,48247
Convolvulus lanuginosus;39,65078;-0,49412
Convolvulus lanuginosus   ;39,65138;-1,6013
Convolvulus lanuginosus;39,65251;-0,57563
Convolvulus lanuginosus;39,6527;-1,06512
Convolvulus lanuginosus;39,65558;-0,72704
Convolvulus lanuginosus;39,6557;-0,48262
Convolvulus lanuginosus;39,65588;-0,31911
Convolvulus lanuginosus;39,656;-1,27484
Convolvulus lanuginosus;39,65603;-0,75034
Convolvulus lanuginosus;39,65626;-0,76198
Convolvulus lanuginosus;39,65774;-0,40063
Convolvulus lanuginosus;39,658;-0,41227
Convolvulus lanuginosus;39,65866;-0,89012
Convolvulus lanuginosus;39,65877;-0,44721
Convolvulus lanuginosus;39,65887;-0,90177
Convolvulus lanuginosus;39,65903;-0,45885
Convolvulus lanuginosus;39,65908;-0,91342
Convolvulus lanuginosus;39,65928;-0,4705
Convolvulus lanuginosus;39,65953;-0,48214
Convolvulus lanuginosus;39,65979;-0,49379
Convolvulus lanuginosus   ;39,66011;-1,57781
Convolvulus lanuginosus   ;39,66053;-0,52873
Convolvulus lanuginosus;39,66152;-0,57532
Convolvulus lanuginosus;39,66441;-0,48486
Convolvulus lanuginosus;39,66458;-0,72675
Convolvulus lanuginosus;39,66481;-0,73839
Convolvulus lanuginosus;39,66488;-0,31877
Convolvulus lanuginosus;39,66515;-0,33041
Convolvulus lanuginosus;39,66766;-0,88985
Convolvulus lanuginosus;39,66787;-0,9015
Convolvulus lanuginosus;39,66803;-0,45852
Convolvulus lanuginosus;39,66808;-0,91315
Convolvulus lanuginosus;39,66828;-0,47017
Convolvulus lanuginosus;39,67415;-0,33006
Convolvulus lanuginosus;39,67442;-0,34171
Convolvulus lanuginosus;39,67449;-0,77305
Convolvulus lanuginosus;39,67471;-0,7847
Convolvulus lanuginosus;39,67688;-0,90122
Convolvulus lanuginosus;39,67709;-0,91288
Convolvulus lanuginosus;39,67976;-0,58634
Convolvulus lanuginosus;39,68001;-0,59799
Convolvulus lanuginosus;39,68143;-0,6679
Convolvulus lanuginosus;39,68167;-0,67955
Convolvulus lanuginosus;39,68261;-0,30642
Convolvulus lanuginosus;39,68282;-0,73781
Convolvulus lanuginosus;39,68288;-0,31807
Convolvulus lanuginosus;39,68349;-0,77276
Convolvulus lanuginosus;39,68371;-0,78442
Convolvulus lanuginosus;39,68448;-0,38796
Convolvulus lanuginosus;39,68493;-0,38789
Convolvulus lanuginosus;39,68503;-0,85434
Convolvulus lanuginosus;39,68526;-0,42291
Convolvulus lanuginosus;39,68546;-0,87764
Convolvulus lanuginosus;39,68567;-0,8893
Convolvulus lanuginosus;39,68651;-0,93591
Convolvulus lanuginosus;39,68803;-0,55107
Convolvulus lanuginosus;39,69159;-0,72586
Convolvulus lanuginosus;39,69188;-0,31772
Convolvulus lanuginosus;39,6925;-0,77247
Convolvulus lanuginosus;39,69272;-0,41168
Convolvulus lanuginosus;39,69374;-0,39927
Convolvulus lanuginosus;39,694;-0,41093
Convolvulus lanuginosus;39,69467;-0,88902
Convolvulus lanuginosus;39,69478;-0,44588
Convolvulus lanuginosus;39,69488;-0,90068
Convolvulus lanuginosus;39,69503;-0,45753
Convolvulus lanuginosus;39,69509;-0,91233
Convolvulus lanuginosus;39,69579;-0,49249
Convolvulus lanuginosus;39,69592;-0,95896
Convolvulus lanuginosus;39,69679;-0,5391
Convolvulus lanuginosus;39,69704;-0,55075
Convolvulus lanuginosus;39,69728;-0,56241
Convolvulus lanuginosus;39,69753;-0,57406
Convolvulus lanuginosus;39,70036;-0,44855
Convolvulus lanuginosus;39,70274;-0,39894
Convolvulus lanuginosus;39,703;-0,41059
Convolvulus lanuginosus;39,70326;-0,42224
Convolvulus lanuginosus;39,70346;-0,87709
Convolvulus lanuginosus;39,70352;-0,4339
Convolvulus lanuginosus;39,70429;-0,46886
Convolvulus lanuginosus;39,70479;-0,49216
Convolvulus lanuginosus;39,70505;-0,50382
Convolvulus lanuginosus;39,70579;-0,53878
Convolvulus lanuginosus;39,70595;-0,42468
Convolvulus lanuginosus;39,70628;-0,56209
Convolvulus lanuginosus;39,70653;-0,57374
Convolvulus lanuginosus;39,70717;-0,41016
Convolvulus lanuginosus;39,70773;-0,63202
Convolvulus lanuginosus;39,70828;-0,4585
Convolvulus lanuginosus;39,70866;-0,4279
Convolvulus lanuginosus;39,70948;-0,42734
Convolvulus lanuginosus;39,712;-0,41025
Convolvulus lanuginosus;39,71214;-0,45867
Convolvulus lanuginosus;39,71226;-0,42191
Convolvulus lanuginosus;39,71252;-0,43356
Convolvulus lanuginosus;39,71303;-0,45687
Convolvulus lanuginosus;39,71448;-0,45438
Convolvulus lanuginosus;39,71479;-0,53846
Convolvulus lanuginosus;39,71529;-0,56177
Convolvulus lanuginosus;39,71673;-0,63171
Convolvulus lanuginosus;39,71697;-0,64337
Convolvulus lanuginosus;39,721;-0,40992
Convolvulus lanuginosus;39,72126;-0,42157
Convolvulus lanuginosus;39,72355;-0,52648
Convolvulus lanuginosus;39,7238;-0,53814
Convolvulus lanuginosus;39,72404;-0,5498
Convolvulus lanuginosus;39,72429;-0,56145
Convolvulus lanuginosus;39,7255;-0,61974
Convolvulus lanuginosus;39,72551;-1,10976
Convolvulus lanuginosus;39,7257;-1,12142
Convolvulus lanuginosus;39,72574;-0,6314
Convolvulus lanuginosus;39,72645;-0,66638
Convolvulus lanuginosus;39,72668;-0,67804
Convolvulus lanuginosus;39,72691;-0,6897
Convolvulus lanuginosus;39,72974;-0,39792
Convolvulus lanuginosus;39,73001;-0,40958
Convolvulus lanuginosus;39,7328;-0,53782
Convolvulus lanuginosus;39,7345;-0,61943
Convolvulus lanuginosus;39,7347;-1,12118
Convolvulus lanuginosus;39,73474;-0,63109
Convolvulus lanuginosus;39,73489;-1,13284
Convolvulus lanuginosus;39,73521;-0,65442
Convolvulus lanuginosus;39,73568;-0,67774
Convolvulus lanuginosus;39,73592;-0,6894
Convolvulus lanuginosus;39,73706;-0,7477
Convolvulus lanuginosus;39,74371;-1,12093
Convolvulus lanuginosus;39,74389;-1,1326
Convolvulus lanuginosus;39,74469;-0,67743
Convolvulus lanuginosus;39,74515;-0,70076
Convolvulus lanuginosus;39,74538;-0,71242
Convolvulus lanuginosus;39,74722;-0,37392
Convolvulus lanuginosus;39,74748;-0,38558
Convolvulus lanuginosus;39,74784;-0,84072
Convolvulus lanuginosus;39,75269;-0,222
Convolvulus lanuginosus;39,75325;-0,24532
Convolvulus lanuginosus;39,75434;-0,29196
Convolvulus lanuginosus;39,75462;-0,30362
Convolvulus lanuginosus;39,75648;-0,38524
Convolvulus lanuginosus;39,75684;-0,84044
Convolvulus lanuginosus;39,75706;-0,8521
Convolvulus lanuginosus;39,75833;-0,9221
Convolvulus lanuginosus;39,76307;-0,27994
Convolvulus lanuginosus;39,76334;-0,2916
Convolvulus lanuginosus;39,76362;-0,30326
Convolvulus lanuginosus;39,76407;-0,74682
Convolvulus lanuginosus;39,76575;-0,39657
Convolvulus lanuginosus;39,76585;-0,84015
Convolvulus lanuginosus;39,7718;-0,26792
Convolvulus lanuginosus;39,77207;-0,27959
Convolvulus lanuginosus;39,77234;-0,29125
Convolvulus lanuginosus;39,77316;-0,32624
Convolvulus lanuginosus;39,77475;-0,39623
Convolvulus lanuginosus;39,77501;-0,40789
Convolvulus lanuginosus;39,77913;-0,19758
Convolvulus lanuginosus;39,77941;-0,20925
Convolvulus lanuginosus;39,77969;-0,22091
Convolvulus lanuginosus;39,77999;-0,64122
Convolvulus lanuginosus;39,78023;-0,65289
Convolvulus lanuginosus;39,78046;-0,66455
Convolvulus lanuginosus;39,78189;-0,31423
Convolvulus lanuginosus;39,78216;-0,32589
Convolvulus lanuginosus;39,78322;-0,37255
Convolvulus lanuginosus;39,78349;-0,38422
Convolvulus lanuginosus;39,78758;-1,04967
Convolvulus lanuginosus;39,78777;-1,06134
Convolvulus lanuginosus;39,78797;-1,07302
Convolvulus lanuginosus;39,78841;-0,20888
Convolvulus lanuginosus;39,78899;-0,64091
Convolvulus lanuginosus;39,78911;-1,14305
Convolvulus lanuginosus;39,78923;-0,65258
Convolvulus lanuginosus;39,78929;-1,15473
Convolvulus lanuginosus;39,7898;-0,26721
Convolvulus lanuginosus;39,79176;-0,78095
Convolvulus lanuginosus;39,79329;-0,86265
Convolvulus lanuginosus;39,79379;-0,44222
Convolvulus lanuginosus;39,79405;-0,45389
Convolvulus lanuginosus;39,79414;-0,90934
Convolvulus lanuginosus;39,7943;-0,46556
Convolvulus lanuginosus;39,79456;-0,47723
Convolvulus lanuginosus;39,79678;-1,06109
Convolvulus lanuginosus;39,79713;-0,19685
Convolvulus lanuginosus;39,79716;-1,08444
Convolvulus lanuginosus;39,79736;-1,09611
Convolvulus lanuginosus;39,79741;-0,20852
Convolvulus lanuginosus;39,79755;-1,10779
Convolvulus lanuginosus;39,79797;-0,23185
Convolvulus lanuginosus;39,79799;-0,6406
Convolvulus lanuginosus;39,79823;-0,65227
Convolvulus lanuginosus;39,7983;-1,15449
Convolvulus lanuginosus;39,79847;-0,66395
Convolvulus lanuginosus;39,79852;-0,25519
Convolvulus lanuginosus;39,7987;-0,67562
Convolvulus lanuginosus;39,7988;-0,26685
Convolvulus lanuginosus;39,79907;-0,27852
Convolvulus lanuginosus;39,80069;-0,34853
Convolvulus lanuginosus;39,80201;-0,40688
Convolvulus lanuginosus;39,80279;-0,44189
Convolvulus lanuginosus;39,80305;-0,45356
Convolvulus lanuginosus;39,8033;-0,46523
Convolvulus lanuginosus;39,80356;-0,4769
Convolvulus lanuginosus;39,80613;-0,19649
Convolvulus lanuginosus;39,80641;-0,20815
Convolvulus lanuginosus;39,80676;-0,62862
Convolvulus lanuginosus;39,807;-0,6403
Convolvulus lanuginosus;39,80747;-0,66364
Convolvulus lanuginosus;39,80752;-0,25483
Convolvulus lanuginosus;39,80976;-0,78037
Convolvulus lanuginosus;39,81127;-0,41821
Convolvulus lanuginosus;39,81179;-0,44155
Convolvulus lanuginosus;39,81205;-0,45322
Convolvulus lanuginosus;39,8123;-0,4649
Convolvulus lanuginosus;39,81256;-0,47657
Convolvulus lanuginosus;39,81281;-0,48824
Convolvulus lanuginosus;39,81459;-1,04891
Convolvulus lanuginosus;39,81594;-1,13065
