id_observation	id_releve	id_releve_type	nom_org_f	id_releve_methode	date_releve_fin	nom_obs	id_precision	id_maille_inpn_5	id_maille_inpn_10	x_l93	y_l93	lon_wgs84	lat_wgs84	insee_comm	commune	insee_dept	lieudit	nom_cite	cd_nom	cd_ref	nom_reconnu	
"1347585"	"274763"	"RT"	"Bureau d'études ECOMED"	"1"	"2006-04-26"	"LIJNEN Delphine"	"P"	"19424"	"7895"	"914293"	"6237025"	"5.63528734388044"	"43.2002567010856"	"13028"	"La Ciotat"	"13"	"CHEMIN CHARRE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1772116"	"362255"	"BIB"	"Bureau d'Etudes CERCIS"	"1"	"2010-12-31"	"FAURE Karine"	"P"	"19710"	"8000"	"921813"	"6230443"	"5.72490085667604"	"43.1387921108053"	"83112"	"Saint-Cyr-sur-Mer"	"83"	""	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1489853"	"315903"	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"1876-12-31"	"AUZENDE Benoît Joseph"	"C"	"19710"	"8000"	"924100"	"6230200"	"5.75286923644048"	"43.1358944032054"	"83009"	"Bandol"	"83"	""	"Convolvulus lanuginosus Desrousseaux ß argenteus G.G."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"8495950"	"1173271"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"2015-11-15"	"MICHAUD Henri / MORVANT Yves"	"P"	"19567"	"7895"	"918394"	"6238506"	"5.68630058637395"	"43.212327936444"	"83027"	"La Cadière-d'Azur"	"83"	"LES BARBAROUX"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"117716"	"10016"	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"9"	"1986-05-18"	"ALZIAR Gabriel / ASSOCIATION ANTOINE RISSO"	"T"	"13229"	"1667"	"700296"	"6199734"	"3.00362040456179"	"42.8970321507686"	"11202"	"Leucate"	"11"	"CABANES-DE-FITOU"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1753894"	"359406"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-04-24"	"LEJEUNE Solenne"	"P"	"19566"	"7895"	"918736"	"6232080"	"5.68781456080457"	"43.1544559523116"	"83112"	"Saint-Cyr-sur-Mer"	"83"	"LE PIGEONNIER"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1271610"	"240875"	"COM"	"Réseau des botanistes amateurs (RBA)"	"1"	"2001-05-01"	"SIGNORET Henri"	"P"	"18468"	"7573"	"879053"	"6250552"	"5.20681544418763"	"43.3315989645929"	"13033"	"Ensuès-la-Redonne"	"13"	"FIGUIERES (LES)"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1415868"	"284915"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-05-25"	"LEJEUNE Solenne"	"P"	"19424"	"7895"	"912789"	"6239342"	"5.61774962689831"	"43.2215365732574"	"13023"	"Ceyreste"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"241968"	"19072"	"RT"	"Réseau des botanistes amateurs (RBA)"	"1"	"2009-05-11"	"BARREAU Dominique"	"T"	"13591"	"6039"	"711281"	"6228738"	"3.13860154614863"	"43.1577952237856"	"11262"	"Narbonne"	"11"	"GRANDE ROUQUETTE"	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1753836"	"359357"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-06-29"	"LEJEUNE Solenne"	"P"	"19710"	"8000"	"922698"	"6231637"	"5.73627219333565"	"43.1492499602668"	"83009"	"Bandol"	"83"	"ROUSTAGNON"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1415867"	"284914"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-05-25"	"LEJEUNE Solenne"	"P"	"19424"	"7895"	"914403"	"6236965"	"5.63661444534242"	"43.1996842808298"	"13028"	"La Ciotat"	"13"	"CHEMIN CHARRE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1399438"	"283243"	"RT"	"Bureau d'études ECOMED"	"9"	"2008-02-20"	"PAVON Daniel / BERNIER Christophe"	"P"	"18468"	"7573"	"878791"	"6250553"	"5.20358833425495"	"43.3316737706538"	"13033"	"Ensuès-la-Redonne"	"13"	"CALANQUE DES ANTHENORS"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1753908"	"359419"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-04-24"	"LEJEUNE Solenne"	"P"	"19566"	"7895"	"919014"	"6232531"	"5.69141678431453"	"43.1584250237279"	"83112"	"Saint-Cyr-sur-Mer"	"83"	"LA NARTETTE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"9875727"	"1400802"	"RT"	"Bureau d'études ECOMED"	"1"	"2011-05-05"	"VOLANT Jérôme"	"P"	"19424"	"7895"	"910809"	"6238759"	"5.59317362846499"	"43.2168828549153"	"13028"	"La Ciotat"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1415910"	"284952"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-05-30"	"LEJEUNE Solenne"	"P"	"19424"	"7895"	"912039"	"6238682"	"5.60826168203586"	"43.2158262728648"	"13023"	"Ceyreste"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1753947"	"359455"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-04-24"	"LEJEUNE Solenne"	"P"	"19566"	"7895"	"919293"	"6232582"	"5.69486407737053"	"43.1587979099707"	"83112"	"Saint-Cyr-sur-Mer"	"83"	"LA NARTETTE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1589496"	"341457"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"2"	"2005-11-12"	"MICHAUD Henri / MORVANT Yves"	"P"	"19566"	"7895"	"919374"	"6232519"	"5.69583228159519"	"43.158206712675"	"83112"	"Saint-Cyr-sur-Mer"	"83"	"LA NARTETTE, LE PIGEONNIER"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"20507889"	"8015586"	"RT"	"Agence MTDA"	"1"	"2015-05-19"	"MALLOL Sébastien"	"P"	"19712"	"8001"	"921372"	"6240497"	"5.72374630352422"	"43.229309198349"	"83027"	"La Cadière-d'Azur"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1415844"	"284898"	"RT"	"Bureau d'études ECOMED"	"1"	"2006-04-26"	"LIJNEN Delphine"	"P"	"19424"	"7895"	"914343"	"6236963"	"5.63587632452413"	"43.1996843159623"	"13028"	"La Ciotat"	"13"	"CHEMIN CHARRE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"4099117"	"653452"	"RT"	"Bureau d'étude BIODIV"	"1"	"2014-05-20"	"BARET Julien"	"P"	"18468"	"7573"	"879331"	"6250673"	"5.21028171964917"	"43.3326171021205"	"13033"	"Ensuès-la-Redonne"	"13"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"175152"	"11805"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"9"	"2011-05-05"	"MOLINA James / ARGAGNON Olivier"	"P"	"13231"	"1668"	"701228"	"6209156"	"3.0150417389148"	"42.9817630056931"	"11188"	"La Palme"	"11"	"LA VALENTINE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"20507249"	"8015391"	"RT"	"Agence MTDA"	"1"	"2015-05-19"	"MALLOL Sébastien"	"P"	"19712"	"8001"	"922338"	"6240059"	"5.73543579958168"	"43.2250713632304"	"83027"	"La Cadière-d'Azur"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1696581"	"352264"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"2"	"2008-12-07"	"MICHAUD Henri / MORVANT Yves"	"P"	"19567"	"7895"	"919004"	"6239999"	"5.6944243229447"	"43.2255628957053"	"83027"	"La Cadière-d'Azur"	"83"	"REVERS DE BOQUIE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1422407"	"288057"	"RT"	"Bureau d'études ECOMED"	"1"	"2006-04-27"	"ABOUCAYA Annie / FERREIRA Olivier"	"P"	"19424"	"7895"	"910525"	"6238680"	"5.5896507751734"	"43.2162564494421"	"13028"	"La Ciotat"	"13"	"LE MENTAURE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1734045"	"357893"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"2"	"2010-03-14"	"MICHAUD Henri / MORVANT Yves"	"P"	"19710"	"8000"	"922944"	"6231273"	"5.73913726964713"	"43.1459012048319"	"83009"	"Bandol"	"83"	"ROUSTAGNON"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1415874"	"284919"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-05-30"	"LEJEUNE Solenne"	"P"	"19424"	"7895"	"911969"	"6238561"	"5.60735211837933"	"43.2147592549574"	"13023"	"Ceyreste"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1415757"	"284825"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-05-30"	"LEJEUNE Solenne"	"P"	"19567"	"7895"	"915829"	"6239289"	"5.65509808314792"	"43.2201472609168"	"13023"	"Ceyreste"	"13"	"LES YSSARDS"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1415821"	"284876"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-04-25"	"LEJEUNE Solenne / VANDERPERT Heloïse"	"P"	"18468"	"7573"	"879331"	"6250673"	"5.21028171964917"	"43.3326171021205"	"13033"	"Ensuès-la-Redonne"	"13"	"LES FIGUIERES"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1753919"	"359428"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-06-26"	"LEJEUNE Solenne"	"P"	"19712"	"8001"	"921849"	"6241141"	"5.72988443938886"	"43.234950500884"	"83035"	"Le Castellet"	"83"	"VALLON DU CANNET"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1753873"	"359385"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-06-29"	"LEJEUNE Solenne"	"P"	"19710"	"8000"	"922267"	"6231536"	"5.73093785500756"	"43.1484762317064"	"83009"	"Bandol"	"83"	"ROUSTAGNON"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"774354"	"126843"	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"1912-12-31"	"CASTANIER Justin"	"C"	"12521"	"5679"	"684396"	"6183365"	"2.80962902914478"	"42.7496723274747"	"66014"	"Baixas"	"66"	""	"Convolvulus lanuginosus var. linearis"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1345301"	"273701"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"9"	"2006-04-27"	"ABOUCAYA Annie / FERREIRA Olivier"	"P"	"19424"	"7895"	"910525"	"6238682"	"5.58965158172552"	"43.2162744299068"	"13028"	"La Ciotat"	"13"	"LE MENTAURE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"8476740"	"1170759"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"2015-10-25"	"MICHAUD Henri / MORVANT Yves"	"P"	"19566"	"7895"	"918558"	"6232385"	"5.6857564206538"	"43.1572521933719"	"83112"	"Saint-Cyr-sur-Mer"	"83"	"LE PIGEONNIER"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1589500"	"341458"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"2"	"2005-11-12"	"MICHAUD Henri / MORVANT Yves"	"P"	"19566"	"7895"	"919172"	"6232681"	"5.69341975925076"	"43.159724989197"	"83112"	"Saint-Cyr-sur-Mer"	"83"	"LE PIGEONNIER"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1406881"	"283747"	"RT"	"Bureau d'études ECOMED"	"9"	"2007-05-30"	"LEJEUNE Solenne"	"P"	"19424"	"7895"	"912307"	"6239583"	"5.61192238223354"	"43.2238467559205"	"13023"	"Ceyreste"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1415834"	"284888"	"RT"	"Bureau d'études ECOMED"	"9"	"2007-04-13"	"LEJEUNE Solenne / AUDA Pascal"	"P"	"19424"	"7895"	"911288"	"6238540"	"5.59897294898738"	"43.2147723691274"	"13028"	"La Ciotat"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"4127565"	"658054"	"RT"	"Bureau d'études ECOSPHERE"	"1"	"2013-05-24"	"CROUZET Nicolas"	"P"	"19856"	"8001"	"926908"	"6241885"	"5.79240849204926"	"43.2400479040169"	"83035"	"Le Castellet"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	""	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1341964"	"272528"	"RT"	"Réseau des botanistes amateurs (RBA)"	"1"	"1998-12-31"	"CHABERT Jean-Pierre"	"T"	"19280"	"7788"	"909357"	"6234100"	"5.57345804763843"	"43.1754251407337"	"13028"	"La Ciotat"	"13"	"LE SEMAPHORE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"9875691"	"1400766"	"RT"	"Bureau d'études ECOMED"	"1"	"2012-04-17"	"VOLANT Jérôme"	"P"	"19567"	"7895"	"915262"	"6238477"	"5.64779333137253"	"43.2130186054283"	"13023"	"Ceyreste"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"9875701"	"1400776"	"RT"	"Bureau d'études ECOMED"	"1"	"2012-04-17"	"VOLANT Jérôme"	"P"	"19424"	"7895"	"914414"	"6236945"	"5.63674140720632"	"43.1995011788391"	"13028"	"La Ciotat"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1684290"	"351621"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"2"	"2008-05-12"	"MICHAUD Henri / MORVANT Yves"	"P"	"19711"	"8000"	"924738"	"6236788"	"5.76353127291871"	"43.194914926681"	"83035"	"Le Castellet"	"83"	"CHATEAU VIEUX"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1415717"	"284785"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-06-19"	"AUDA Pascal"	"P"	"19424"	"7895"	"911478"	"6238810"	"5.60141775271649"	"43.2171434521778"	"13028"	"La Ciotat"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"20566148"	"8057405"	"RT"	"Conservatoire d'espaces naturels du Languedoc-Roussillon (CEN LR)"	"1"	"2013-04-17"	"CARBONNE Julien"	"P"	"13416"	"1670"	"708293"	"6226169"	"3.10184947189741"	"43.1347291464786"	"11170"	"Gruissan"	"11"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"20566202"	"8057457"	"RT"	"Conservatoire d'espaces naturels du Languedoc-Roussillon (CEN LR)"	"1"	"2013-04-17"	"CARBONNE Julien"	"P"	"13416"	"1670"	"707833"	"6225229"	"3.09618598093458"	"43.1262795648665"	"11170"	"Gruissan"	"11"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1768383"	"361976"	"RT"	"Réseau des botanistes amateurs (RBA)"	"2"	"2011-04-07"	"MORVANT Yves"	"P"	"19566"	"7895"	"919696"	"6231993"	"5.69956527772225"	"43.1533793683995"	"83112"	"Saint-Cyr-sur-Mer"	"83"	"PISTE DU PORT D'ALON INTERIEURE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"20782282"	"8118602"	"RT"	"Parc national des Calanques"	"1"	"2017-05-22"	"ONOFRIO (D') Patrice"	"P"	"19281"	"7788"	"909836"	"6239228"	"5.58140178107788"	"43.2213860120973"	"13022"	"Cassis"	"13"	"BOIS DE MENTAURE"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1489852"	"315902"	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"1857-12-31"	"ROBERT Gaspard Nicolas / ROUX (Antoine) Honoré"	"T"	"19855"	"8000"	"928522"	"6239994"	"5.8114259928292"	"43.2225336730569"	"83016"	"Le Beausset"	"83"	"MONTEE DE CUGES"	"Convolvulus lanuginosus Desrousseaux ß argenteus G.G"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"9875698"	"1400773"	"RT"	"Bureau d'études ECOMED"	"1"	"2012-05-11"	"VOLANT Jérôme"	"P"	"19424"	"7895"	"914484"	"6237085"	"5.63765907551868"	"43.2007387448553"	"13028"	"La Ciotat"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1308493"	"256626"	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"1932-12-31"	"REYNIER Alfred"	"T"	"19139"	"7789"	"904167"	"6244818"	"5.51389809518956"	"43.2732885232888"	"13070"	"La Penne-sur-Huveaune"	"13"	"MASSIF DE CARPIAGNE."	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"814561"	"150308"	"COM"	"Réseau des botanistes amateurs (RBA)"	"9"	"2009-12-31"	"LEWIN Jean-Marc"	"T"	"12856"	"5873"	"691566"	"6193533"	"2.89694197997267"	"42.8412207389812"	"66190"	"Salses-le-Château"	"66"	"COMBE FRANCAISE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1489854"	"315904"	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"1892-12-31"	"ROUX (Antoine) Honoré"	"T"	"19711"	"8000"	"923283"	"6236516"	"5.74553781899826"	"43.192926256418"	"83027"	"La Cadière-d'Azur"	"83"	"ROUTE DE SAINT-CYR"	"Convolvulus lanuginosus Desrousseaux ß argenteus G.G."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"23053493"	"8372554"	"RT"	"Bureau d'étude Naturalia Environnement"	"1"	"2016-04-27"	"PRUNIER Robin"	"P"	"19856"	"8001"	"928157"	"6241783"	"5.80772158666779"	"43.2387326475682"	"83016"	"Le Beausset"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1753857"	"359370"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-07-13"	"LEJEUNE Solenne"	"P"	"19567"	"7895"	"918434"	"6237402"	"5.68633041656721"	"43.2023909586912"	"83027"	"La Cadière-d'Azur"	"83"	"LES VAUSSIERS"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1753876"	"359388"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-06-26"	"LEJEUNE Solenne"	"P"	"19712"	"8001"	"922190"	"6240381"	"5.73375350191271"	"43.2280121577188"	"83027"	"La Cadière-d'Azur"	"83"	"LE JAS DE CLARE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"20507920"	"8015617"	"RT"	"Agence MTDA"	"1"	"2015-05-19"	"MALLOL Sébastien"	"P"	"19711"	"8000"	"920592"	"6239424"	"5.71370326644328"	"43.219904669272"	"83027"	"La Cadière-d'Azur"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"8322464"	"1155965"	"RT"	"Société Linnéenne de Provence"	"1"	"2010-11-17"	"VOLANT Jérôme"	"P"	"19424"	"7895"	"911890"	"6238581"	"5.6063891918831"	"43.2149625139519"	"13023"	"Ceyreste"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"8496117"	"1173291"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"2015-11-15"	"MICHAUD Henri / MORVANT Yves"	"P"	"19567"	"7895"	"919069"	"6238331"	"5.69452339521147"	"43.2105478856117"	"83027"	"La Cadière-d'Azur"	"83"	"VALLON DU FAINÉANT"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"9875712"	"1400787"	"RT"	"Bureau d'études ECOMED"	"1"	"2012-05-11"	"VOLANT Jérôme"	"P"	"19424"	"7895"	"914344"	"6237005"	"5.63590584792218"	"43.2000615932289"	"13028"	"La Ciotat"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"8495951"	"1173272"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"2015-11-15"	"MORVANT Yves / MICHAUD Henri"	"P"	"19567"	"7895"	"918317"	"6238579"	"5.6853847223847"	"43.2130077490942"	"83027"	"La Cadière-d'Azur"	"83"	"LES BARBAROUX"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1415908"	"284950"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-05-25"	"LEJEUNE Solenne"	"P"	"19424"	"7895"	"912409"	"6239202"	"5.61302127435215"	"43.2203911440301"	"13023"	"Ceyreste"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1415826"	"284881"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-05-23"	"LEJEUNE Solenne"	"P"	"18468"	"7573"	"879271"	"6250662"	"5.20953880386062"	"43.3325332901205"	"13033"	"Ensuès-la-Redonne"	"13"	"LES FIGUIERES"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"750326"	"122414"	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"1944-12-31"	"CONILL Léon (Joseph Emile)"	"C"	"12522"	"5679"	"682500"	"6186600"	"2.78639090505571"	"42.778716303713"	"66041"	"Cases-de-Pène"	"66"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"8312393"	"1154438"	"RT"	"Société Linnéenne de Provence"	"1"	"1997-01-01"	"MICHAUD Henri"	"P"	"19424"	"7895"	"910897"	"6238702"	"5.59423231526918"	"43.2163444162604"	"13028"	"La Ciotat"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1763377"	"361516"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"2"	"2010-12-18"	"MICHAUD Henri / MORVANT Yves"	"P"	"19711"	"8000"	"922400"	"6236337"	"5.73461275489939"	"43.1915926963519"	"83027"	"La Cadière-d'Azur"	"83"	"LE DEFENDS"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"23051930"	"8372253"	"RT"	"Bureau d'étude Naturalia Environnement"	"1"	"2016-06-16"	"PRUNIER Robin"	"P"	"19856"	"8001"	"928151"	"6241823"	"5.80766530763762"	"43.2390941480698"	"83016"	"Le Beausset"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"8489211"	"1171895"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"2015-11-11"	"MICHAUD Henri"	"P"	"19567"	"7895"	"917629"	"6237976"	"5.67667721426984"	"43.2077969557536"	"13028"	"La Ciotat"	"13"	"LA SAMBRE"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1696535"	"352260"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"2"	"2008-12-07"	"MICHAUD Henri / MORVANT Yves"	"P"	"19567"	"7895"	"919178"	"6239202"	"5.69622870872871"	"43.2183445541464"	"83027"	"La Cadière-d'Azur"	"83"	"REVERS DE BOQUIE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"239605"	"16711"	"RT"	"Réseau des botanistes amateurs (RBA)"	"1"	"2000-04-09"	"BARREAU Dominique"	"T"	"13232"	"1669"	"702529"	"6211122"	"3.03098710190059"	"42.9994405816127"	"11266"	"Port-la-Nouvelle"	"11"	"COMBE REDONDE"	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"23053487"	"8372548"	"RT"	"Bureau d'étude Naturalia Environnement"	"1"	"2016-04-27"	"PRUNIER Robin"	"P"	"19856"	"8001"	"928182"	"6241766"	"5.8080215432799"	"43.2385718303573"	"83016"	"Le Beausset"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"12743455"	"2659543"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"9"	"2016-11-20"	"MICHAUD Henri / MORVANT Yves"	"P"	"19567"	"7895"	"918209"	"6236481"	"5.68318073331324"	"43.1941802061361"	"83027"	"La Cadière-d'Azur"	"83"	"LE PIN"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"8089751"	"1080722"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"2014-11-10"	"MICHAUD Henri / MORVANT Yves"	"P"	"19710"	"8000"	"920206"	"6232025"	"5.70584059030357"	"43.1535100470149"	"83112"	"Saint-Cyr-sur-Mer"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
