id_observation	id_releve	code_perso	id_releve_type	nom_org_f	date_releve_deb	annee	date_releve_fin	nom_obs	nom_org_obs	id_precision	id_maille_inpn_5	id_maille_inpn_10	x_l93	y_l93	lon_wgs84	lat_wgs84	commune	insee_comm	insee_dept	lieudit	nom_cite	cd_nom	cd_ref	nom_reconnu	tax_type	famille	nom_programme	sinp_dspublique	valid_reg	
"39219344"	"13867357"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678825.8"	"6187403"	"2.741510966559849"	"42.7858378504342"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39219385"	"13868057"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678879.6"	"6187373.5"	"2.7421689139559384"	"42.785574177277965"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39208609"	"13802076"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678656.1"	"6189074"	"2.739371998555887"	"42.800858047259375"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"24302927"	"8616649"	"4113"	"RT"	"Réseau des botanistes correspondants du CBNMed"	"2007-04-28"	"2007"	"2007-04-28"	"LEWIN Jean-Marc"	"Réseau des botanistes correspondants du CBNMed"	"T"	"5kmL93E0690N6190"	"10kmL93E069N619"	"694492"	"6194847"	"2.9326824409148893"	"42.85306210110689"	"Salses-le-Château"	"66190"	"66"	"Plaine de Salses Est"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39219060"	"13866190"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-03-15"	"2017"	"2017-03-15"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678732.5"	"6187259.5"	"2.740377752816498"	"42.78454479181551"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39219148"	"13866554"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678851.9400000001"	"6187385"	"2.7418307929296213"	"42.7856767690304"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39219224"	"13867078"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678691.6"	"6187296.5"	"2.739876983200927"	"42.784876273542416"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39219086"	"13865996"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678694.4400000001"	"6187244.5"	"2.739913743213623"	"42.784408790472646"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39218932"	"13865254"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-03-15"	"2017"	"2017-03-15"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678836.3"	"6187416"	"2.7416386276090328"	"42.78595505136583"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39219019"	"13865580"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678924.8"	"6187421.5"	"2.742718787946839"	"42.786007103922586"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39218727"	"13863619"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678914.6"	"6187389.5"	"2.7425955430110784"	"42.785719071005744"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39218350"	"13861854"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-06-06"	"2017"	"2017-06-06"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678529.6"	"6189240.5"	"2.7378205818414325"	"42.80235141916248"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39218110"	"13860490"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678894.8"	"6187460.5"	"2.7423510039337504"	"42.786356900297434"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"38317149"	"12941468"	"y"	"RT"	"Association Les Amis du Conservatoire botanique national méditerranéen"	"2023-05-05"	"2023"	"2023-05-05"	"MORVANT Yves"	"Association Les Amis du Conservatoire botanique national méditerranéen"	"P"	"5kmL93E0920N6240"	"10kmL93E092N624"	"924796.3200000001"	"6241182.38"	"5.76614"	"43.2344"	"Le Castellet"	"83035"	"83"	"Sainte Anne"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	"Inventaire général du CBNMED"	"Donnée publique"	"Probable"	
"39217542"	"13857105"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678854.5"	"6187385.5"	"2.741862024469019"	"42.78568134012924"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39216830"	"13851965"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-06-06"	"2017"	"2017-06-06"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678538.7000000001"	"6187383"	"2.7380069613314095"	"42.785649508650636"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39216613"	"13850475"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678669.6"	"6189098"	"2.7395358776829566"	"42.80107425128051"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39951078"	"14275887"	""	"RT"	"Conservatoire d'espaces naturels Occitanie"	"2023-05-30"	"2023"	"2023-05-30"	"NICOLAS Sylvain"	"Conservatoire d'espaces naturels Occitanie"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678720.3"	"6188621"	"2.7401741334192753"	"42.79678666698724"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"39948325"	"14275067"	""	"RT"	"Conservatoire d'espaces naturels Occitanie"	"2023-05-09"	"2023"	"2023-05-09"	"NICOLAS Sylvain"	"Conservatoire d'espaces naturels Occitanie"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678910.8"	"6187401.3"	"2.7425486843742974"	"42.78582506151918"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"39215908"	"13847039"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678824.8"	"6187398.5"	"2.7414989387521285"	"42.785797358406825"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"1723430"	"355229"	""	"RT"	"Bureau d'études ECO-MED"	"2005-09-03"	"2005"	"2005-09-03"	"LÉGER Jean-François / PAVON Daniel / SAATKAMP Arne"	"Bureau d'études ECO-MED / Bureau d'études ECO-MED / Bureau d'études ECO-MED"	"P"	"5kmL93E0915N6230"	"10kmL93E091N623"	"919753"	"6233112"	"5.700735236210717"	"43.16342096809336"	"Saint-Cyr-sur-Mer"	"83112"	"83"	"LA GACHE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"39215679"	"13845594"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678851.5"	"6187368.5"	"2.7418260801582988"	"42.785528393286214"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39215791"	"13845695"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678924.25"	"6187465"	"2.7427103434032776"	"42.786398226353505"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39938792"	"14274152"	""	"RT"	"Conservatoire d'espaces naturels Occitanie"	"2024-06-03"	"2024"	"2024-06-03"	"NICOLAS Sylvain"	"Conservatoire d'espaces naturels Occitanie"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"677824.7000000001"	"6188414"	"2.72924757706613"	"42.79489831535277"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"1308491"	"256624"	""	"BIB"	"Conservatoire botanique national méditerranéen"	"1855-01-01"	"1941"	"1941-12-31"	"BLANC Pierre"	""	"T"	"5kmL93E0875N6250"	"10kmL93E087N625"	"876650.4647481896"	"6250839.03246778"	"5.177317"	"43.33478"	"Carry-le-Rouet"	"13021"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"39215399"	"13843376"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678885.9"	"6187439.5"	"2.7422431917381127"	"42.78616781361095"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39943598"	"14271356"	""	"RT"	"Conservatoire d'espaces naturels Occitanie"	"2023-05-30"	"2023"	"2023-05-30"	"NICOLAS Sylvain"	"Conservatoire d'espaces naturels Occitanie"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678990.3"	"6188494.7"	"2.7434758291993635"	"42.79565894388338"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"39215343"	"13842821"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678842.75"	"6187377.5"	"2.7417189044298578"	"42.7856090611562"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39214474"	"13837662"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678661.56"	"6189071"	"2.7394387904082"	"42.80083123385386"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39213594"	"13833753"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-05-16"	"2017"	"2017-05-16"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678860.25"	"6187345"	"2.741933834096963"	"42.78531734590305"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39213169"	"13830704"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678872.8"	"6187377.5"	"2.7420857428271312"	"42.78560994433884"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"1435042"	"293390"	"287Y"	"RT"	"Conservatoire botanique national méditerranéen"	"2011-12-18"	"2011"	"2011-12-18"	"MICHAUD Henri / MORVANT Yves"	"Conservatoire botanique national méditerranéen / Conservatoire botanique national méditerranéen"	"P"	"5kmL93E0915N6235"	"10kmL93E091N623"	"916681"	"6236365"	"5.664358062579137"	"43.19360270272657"	"La Ciotat"	"13028"	"13"	"PLAINES BARONNES"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	"Inventaire général du CBNMED"	"Donnée publique"	"Probable"	
"39212864"	"13828563"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-06-06"	"2017"	"2017-06-06"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678530.6"	"6187387"	"2.7379079176367482"	"42.785685233687275"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39211826"	"13822055"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678832.3"	"6187434.5"	"2.7415890578289077"	"42.78612127991749"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39211918"	"13822508"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678946.9"	"6187459"	"2.742987087727721"	"42.78634493945358"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39211717"	"13821781"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-06-06"	"2017"	"2017-06-06"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678529.4"	"6187386.5"	"2.7378932887603855"	"42.785680702029644"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"20569840"	"8060692"	""	"RT"	"Conservatoire d'espaces naturels Occitanie"	"2015-04-30"	"2015"	"2015-04-30"	"SIROT Benjamin"	"Conservatoire d'espaces naturels Occitanie"	"P"	"5kmL93E0700N6215"	"10kmL93E070N621"	"700281"	"6218433"	"3.003446921883186"	"43.065197948020874"	"Sigean"	"11379"	"11"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"1343164"	"273483"	"rel1"	"BIB"	"Conservatoire botanique national méditerranéen"	"1964-01-01"	"1964"	"1964-12-31"	"MOLINIER René Hervé André"	""	"T"	"5kmL93E0880N6250"	"10kmL93E088N625"	"882940"	"6251566"	"5.255053490993357"	"43.3397293792123"	"Le Rove"	"13088"	"13"	"NIOLON"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"1325567"	"259589"	"rel6"	"BIB"	"Conservatoire botanique national méditerranéen"	"1957-01-01"	"1957"	"1957-12-31"	"MOLINIER René Hervé André"	""	"T"	"5kmL93E0915N6235"	"10kmL93E091N623"	"916143"	"6237408"	"5.658179270697434"	"43.20314216472229"	"La Ciotat"	"13028"	"13"	"BAGUIER"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"39531875"	"13998599"	""	"RT"	"Conservatoire botanique national méditerranéen"	"2024-01-05"	"2024"	"2024-01-05"	"ANDRIEU Frédéric"	"Conservatoire botanique national méditerranéen"	"P"	"5kmL93E0700N6210"	"10kmL93E070N621"	"700652.99"	"6210388.71"	"3.008"	"42.99285"	"Port-la-Nouvelle"	"11266"	"11"	"Cante-Perdrix"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	"Plan régional d'actions en faveur de Teucrium pseudochamaepitys"	"Donnée publique"	"Probable"	
"1434965"	"293378"	"274Y"	"RT"	"Conservatoire botanique national méditerranéen"	"2011-12-18"	"2011"	"2011-12-18"	"MICHAUD Henri / MORVANT Yves"	"Conservatoire botanique national méditerranéen / Conservatoire botanique national méditerranéen"	"P"	"5kmL93E0915N6235"	"10kmL93E091N623"	"917362"	"6237709"	"5.673284685738713"	"43.20547801344392"	"La Ciotat"	"13028"	"13"	"LA MÈNE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	"Inventaire général du CBNMED"	"Donnée publique"	"Probable"	
"8496055"	"1173282"	"120Y"	"RT"	"Conservatoire botanique national méditerranéen"	"2015-11-15"	"2015"	"2015-11-15"	"MORVANT Yves / MICHAUD Henri"	"Conservatoire botanique national méditerranéen / Conservatoire botanique national méditerranéen"	"P"	"5kmL93E0915N6235"	"10kmL93E091N623"	"918843"	"6239156"	"5.692091600277673"	"43.218033815297645"	"La Cadière-d'Azur"	"83027"	"83"	"VALLON DU FAINÉANT"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	"Inventaire général du CBNMED"	"Donnée publique"	"Probable"	
"1734075"	"357901"	"112"	"RT"	"Conservatoire botanique national méditerranéen"	"2010-03-14"	"2010"	"2010-03-14"	"MICHAUD Henri / MORVANT Yves"	"Conservatoire botanique national méditerranéen / Conservatoire botanique national méditerranéen"	"P"	"5kmL93E0920N6230"	"10kmL93E092N623"	"922397"	"6231117"	"5.732355786018246"	"43.144669322430865"	"Bandol"	"83009"	"83"	"ROUSTAGNON"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	"Inventaire général du CBNMED"	"Donnée publique"	"Probable"	
"3974061"	"603240"	""	"RT"	"Conservatoire botanique national méditerranéen"	"2013-01-28"	"2013"	"2013-01-28"	"PIRES Mathias / MICHAUD Henri / PAVON Daniel"	"Conservatoire botanique national méditerranéen / Conservatoire botanique national méditerranéen / Conservatoire botanique national méditerranéen"	"P"	"5kmL93E0875N6250"	"10kmL93E087N625"	"878887"	"6250497"	"5.204751647461526"	"43.33114609396419"	"Ensuès-la-Redonne"	"13033"	"13"	"CALANQUE DES ANTHÉNORS"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	"Inventaire général du CBNMED"	"Donnée publique"	"Probable"	
"3974253"	"603255"	""	"RT"	"Conservatoire botanique national méditerranéen"	"2013-01-28"	"2013"	"2013-01-28"	"PIRES Mathias / MICHAUD Henri / PAVON Daniel"	"Conservatoire botanique national méditerranéen / Conservatoire botanique national méditerranéen / Conservatoire botanique national méditerranéen"	"P"	"5kmL93E0875N6250"	"10kmL93E087N625"	"879134"	"6250500"	"5.207795328470312"	"43.3311109952189"	"Ensuès-la-Redonne"	"13033"	"13"	"CALANQUE DES ANTHÉNORS"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	"Inventaire général du CBNMED"	"Donnée publique"	"Probable"	
"3974059"	"603239"	""	"RT"	"Conservatoire botanique national méditerranéen"	"2013-01-28"	"2013"	"2013-01-28"	"PIRES Mathias / MICHAUD Henri / PAVON Daniel"	"Conservatoire botanique national méditerranéen / Conservatoire botanique national méditerranéen / Conservatoire botanique national méditerranéen"	"P"	"5kmL93E0875N6250"	"10kmL93E087N625"	"878793"	"6250547"	"5.203610908156673"	"43.3316193143496"	"Ensuès-la-Redonne"	"13033"	"13"	"CALANQUE DES ANTHÉNORS"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	"Inventaire général du CBNMED"	"Donnée publique"	"Probable"	
"39211385"	"13819683"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678670.4400000001"	"6189079.5"	"2.739546879916649"	"42.80090792767386"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39210811"	"13816563"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678779.9400000001"	"6187314.5"	"2.7409546681329977"	"42.78504073507652"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"39209879"	"13810354"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678672.7000000001"	"6189090"	"2.739574053487816"	"42.80100240872215"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"38151189"	"12903630"	""	"RT"	"Conservatoire d'espaces naturels Occitanie"	"2021-05-14"	"2021"	"2021-05-14"	"NICOLAS Sylvain"	"Conservatoire d'espaces naturels Occitanie"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"677690"	"6185660"	"2.727718899226108"	"42.77013113394793"	"Estagel"	"66071"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
