id_observation	id_releve	code_perso	id_releve_type	nom_org_f	date_releve_deb	annee	date_releve_fin	nom_obs	nom_org_obs	id_precision	code_gps	id_maille_inpn_10	id_maille_inpn_5	x_l93	y_l93	lon_wgs84	lat_wgs84	commune	insee_comm	insee_dept	lieudit	nom_cite	cd_nom	cd_ref	nom_reconnu	tax_type	rang	famille	nom_programme	sinp_dspublique	valid_reg	
"498602"	"71068"	""	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1800-01-01"	"1888"	"1888-12-31"	"FOURNIER"	"Conservatoire botanique national méditerranéen de Porquerolles"	"T"	""	"10kmL93E073N624"	"5kmL93E0735N6240"	"736797"	"6242679"	"3.45307661942697"	"43.2823353012693"	"Agde"	"34003"	"34"	"PLAGE D'AGDE"	"Convolvulus lanuginosus Desr. var. sericeus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"9377"	"2023"	""	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1994-04-17"	"1994"	"1994-04-17"	"BARREAU Dominique / CASTEL Henri"	"Conservatoire botanique national méditerranéen de Porquerolles / Conservatoire botanique national méditerranéen de Porquerolles"	"T"	""	"10kmL93E070N620"	"5kmL93E0700N6200"	"704411"	"6202475"	"3.05397427435433"	"42.9216677572092"	"Leucate"	"11202"	"11"	"CAP LEUCATE"	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"9310"	"2022"	""	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1994-03-20"	"1994"	"1994-03-20"	"BARREAU Dominique / CASTEL Henri"	"Conservatoire botanique national méditerranéen de Porquerolles / Conservatoire botanique national méditerranéen de Porquerolles"	"T"	""	"10kmL93E070N622"	"5kmL93E0705N6225"	"707457"	"6226280"	"3.09158383032705"	"43.1357367428724"	"Gruissan"	"11170"	"11"	""	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"11423"	"2123"	""	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1890-05-26"	"1890"	"1890-05-26"	"NOYER Joseph"	"Conservatoire botanique national méditerranéen de Porquerolles"	"T"	""	"10kmL93E070N619"	"5kmL93E0700N6195"	"700221"	"6199661"	"3.00270304176098"	"42.8963757150766"	"Leucate"	"11202"	"11"	"SIDRIERE DE FITOU"	"Convolvulus linearis"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"1509579"	"327449"	"rel573"	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1976-01-01"	"1976"	"1976-12-31"	"LOISEL Roger"	"Conservatoire botanique national méditerranéen de Porquerolles"	"N"	""	""	""	""	""	""	""	""	""	"83"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"4780"	"1209"	""	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"2002-05-18"	"2002"	"2002-05-18"	"ROUBAUDI Liliane"	"Conservatoire botanique national méditerranéen de Porquerolles"	"T"	""	"10kmL93E070N620"	"5kmL93E0700N6200"	"704754"	"6201642"	"3.0581638122514"	"42.9141745588269"	"Leucate"	"11202"	"11"	"CAP LEUCATE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"727143"	"117840"	""	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1993-01-01"	"1993"	"1993-12-31"	"MICHAUD Henri / DENIS André / BOUCHET Michel-Ange"	"Conservatoire botanique national méditerranéen de Porquerolles / Conservatoire botanique national méditerranéen de Porquerolles / Conservatoire botanique national méditerranéen de Porquerolles"	"P"	""	"10kmL93E067N618"	"5kmL93E0675N6185"	"679825"	"6187221"	"2.7537157846247"	"42.7842300812574"	"Cases-de-Pène"	"66041"	"66"	""	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"77321"	"8661"	"Rel 2"	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"2004-05-25"	"2004"	"2004-05-25"	"ZERAïA Lamri / BRUNET Catherine"	"Conservatoire botanique national méditerranéen de Porquerolles / Conservatoire botanique national méditerranéen de Porquerolles"	"P"	""	"10kmL93E070N620"	"5kmL93E0700N6200"	"704656"	"6201234"	"3.05696121016294"	"42.9105061542531"	"Leucate"	"11202"	"11"	"PLATEAU DE LEUCATE"	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"165"	"82"	""	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1994-04-17"	"1994"	"1994-04-17"	"BARREAU Dominique / CASTEL Henri"	"Conservatoire botanique national méditerranéen de Porquerolles / Conservatoire botanique national méditerranéen de Porquerolles"	"T"	""	"10kmL93E070N620"	"5kmL93E0700N6200"	"704651"	"6201346"	"3.05690102787798"	"42.9115133748675"	"Leucate"	"11202"	"11"	"CAP LEUCATE"	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"11111"	"2113"	""	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1891-01-01"	"1891"	"1891-12-31"	"RESPAUD Auguste"	"Conservatoire botanique national méditerranéen de Porquerolles"	"T"	""	"10kmL93E070N619"	"5kmL93E0700N6195"	"700784"	"6199976"	"3.00958953907569"	"42.8992080052376"	"Leucate"	"11202"	"11"	"SIDRIERE DE LEUCATE"	"Convolvulus linearis DC."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"7673"	"1539"	""	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1990-04-12"	"1990"	"1990-04-12"	"BUGNON François"	"Conservatoire botanique national méditerranéen de Porquerolles"	"T"	""	"10kmL93E070N620"	"5kmL93E0700N6200"	"701311"	"6202906"	"3.01604284970876"	"42.9255560370328"	"Leucate"	"11202"	"11"	""	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"11542"	"2170"	""	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1986-05-18"	"1986"	"1986-05-18"	"PRUDHOMME Jean"	"Conservatoire botanique national méditerranéen de Porquerolles"	"T"	""	"10kmL93E070N619"	"5kmL93E0700N6195"	"700221"	"6199661"	"3.00270304176098"	"42.8963757150766"	"Leucate"	"11202"	"11"	"SIDRIERE DE FITOU"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"117685"	"10011"	""	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1998-01-01"	"1998"	"1998-12-31"	"MICHAUD Henri"	"Conservatoire botanique national méditerranéen de Porquerolles"	"P"	""	"10kmL93E071N622"	"5kmL93E0710N6225"	"711240"	"6227675"	"3.13807497217255"	"43.1482346148189"	"Narbonne"	"11262"	"11"	"ROMARIN"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"170635"	"11425"	""	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1998-11-01"	"1998"	"1998-11-30"	"MICHAUD Henri"	"Conservatoire botanique national méditerranéen de Porquerolles"	"T"	""	"10kmL93E070N622"	"5kmL93E0705N6225"	"708025"	"6225259"	"3.09854411837322"	"43.1265472676498"	"Gruissan"	"11170"	"11"	"CHAUCHOLE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"33568042"	"10412156"	""	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles"	"2021-04-07"	"2021"	"2021-04-07"	"ANDRIEU Frédéric"	"Conservatoire botanique national méditerranéen de Porquerolles"	"P"	"Fp1902"	"10kmL93E070N621"	"5kmL93E0700N6210"	"702527.65"	"6211017.41"	"3.03097"	"42.9985"	"Port-la-Nouvelle"	"11266"	"11"	"Combe Redonde"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"117686"	"10012"	""	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1998-01-01"	"1998"	"1998-12-31"	"MICHAUD Henri"	"Conservatoire botanique national méditerranéen de Porquerolles"	"P"	""	"10kmL93E070N622"	"5kmL93E0705N6225"	"708074"	"6225608"	"3.09915120145927"	"43.1296857679505"	"Gruissan"	"11170"	"11"	"CHAUCHOLE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"117687"	"10013"	""	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1998-01-01"	"1998"	"1998-12-31"	"MICHAUD Henri"	"Conservatoire botanique national méditerranéen de Porquerolles"	"T"	""	"10kmL93E070N622"	"5kmL93E0705N6225"	"709260"	"6226059"	"3.11372360367017"	"43.1337278830196"	"Gruissan"	"11170"	"11"	"PLANAL DE LA PASSE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"117688"	"10014"	""	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1998-01-01"	"1998"	"1998-12-31"	"MICHAUD Henri"	"Conservatoire botanique national méditerranéen de Porquerolles"	"T"	""	"10kmL93E071N623"	"5kmL93E0710N6230"	"712488"	"6230381"	"3.15347028673794"	"43.1725534097388"	"Narbonne"	"11262"	"11"	"LES KARANTES"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"170467"	"11395"	""	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1998-12-15"	"1998"	"1998-12-15"	"MICHAUD Henri"	"Conservatoire botanique national méditerranéen de Porquerolles"	"T"	""	"10kmL93E071N623"	"5kmL93E0710N6230"	"714524"	"6230739"	"3.17850141387201"	"43.175735032057"	"Fleury"	"11145"	"11"	"LES EXALS"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"1522"	"810"	""	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1998-04-16"	"1998"	"1998-04-16"	"BEAUVAIS Jean-François"	"Conservatoire botanique national méditerranéen de Porquerolles"	"T"	""	"10kmL93E070N622"	"5kmL93E0705N6225"	"707268"	"6227583"	"3.08928070552385"	"43.1474585484114"	""	""	"11"	"MASSIF DE LA CLAPE"	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"750324"	"122412"	""	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1944-01-01"	"1944"	"1944-12-31"	"CONILL Léon (Joseph Emile)"	"Conservatoire botanique national méditerranéen de Porquerolles"	"C"	""	"10kmL93E066N619"	"5kmL93E0665N6190"	"666700"	"6190300"	"2.59330239688354"	"42.811427743384"	"Maury"	"66107"	"66"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"750325"	"122413"	""	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1944-01-01"	"1944"	"1944-12-31"	"CONILL Léon (Joseph Emile)"	"Conservatoire botanique national méditerranéen de Porquerolles"	"C"	""	"10kmL93E069N619"	"5kmL93E0690N6190"	"693300"	"6192500"	"2.91814340550383"	"42.8319501081364"	"Salses-le-Château"	"66190"	"66"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"750326"	"122414"	""	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1944-01-01"	"1944"	"1944-12-31"	"CONILL Léon (Joseph Emile)"	"Conservatoire botanique national méditerranéen de Porquerolles"	"C"	""	"10kmL93E068N618"	"5kmL93E0680N6185"	"682500"	"6186600"	"2.78639090505571"	"42.778716303713"	"Cases-de-Pène"	"66041"	"66"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"750327"	"122415"	""	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1855-01-01"	"1898"	"1898-12-31"	"CASTANIER Justin"	"Conservatoire botanique national méditerranéen de Porquerolles"	"C"	""	"10kmL93E068N618"	"5kmL93E0680N6180"	"684300"	"6183400"	"2.80845678456442"	"42.7499849393311"	"Baixas"	"66014"	"66"	""	"Convolvulus lanuginosus Desr. var. linearis D.C."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"220038"	"14814"	"Base de données Guillaume FRIED"	"RT"	"Réseau des botanistes amateurs du CBNMed"	"2009-05-20"	"2009"	"2009-05-20"	"FRIED Guillaume"	"Réseau des botanistes amateurs du CBNMed"	"T"	""	"10kmL93E070N622"	"5kmL93E0705N6225"	"707719"	"6226562"	"3.09480576266545"	"43.1382704063357"	"Gruissan"	"11170"	"11"	"MASSIF DE LA CLAPE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"33577387"	"10413217"	""	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles"	"2021-04-07"	"2021"	"2021-04-07"	"ANDRIEU Frédéric"	"Conservatoire botanique national méditerranéen de Porquerolles"	"P"	"Fp1904"	"10kmL93E070N621"	"5kmL93E0700N6210"	"702336.65"	"6211061.82"	"3.02863"	"42.9989"	"Port-la-Nouvelle"	"11266"	"11"	"Combe Redonde"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"33577408"	"10413221"	""	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles"	"2021-04-07"	"2021"	"2021-04-07"	"ANDRIEU Frédéric"	"Conservatoire botanique national méditerranéen de Porquerolles"	"P"	"Fp1907"	"10kmL93E070N621"	"5kmL93E0700N6210"	"702432.21"	"6210861.71"	"3.0298"	"42.9971"	"Port-la-Nouvelle"	"11266"	"11"	"Combe Redonde"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"33617760"	"10429864"	"Rel23.9h58"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles"	"2021-05-19"	"2021"	"2021-05-19"	"GRITTI Clara"	"Conservatoire botanique national méditerranéen de Porquerolles"	"P"	""	"10kmL93E071N623"	"5kmL93E0710N6230"	"711452.061885209"	"6230137.40527173"	"3.1407339"	"43.1703797"	"Narbonne"	"11262"	"11"	"LES PARETS D'EN SALES"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	"PRA Atractylis humilis - Amélioration connaissances HIC 9540"	"Donnée publique"	"Probable"	
"32327344"	"10071029"	""	"HB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"1996-05-22"	"1996"	"1996-05-22"	"MICHAUD Henri"	"Conservatoire botanique national méditerranéen de Porquerolles"	"T"	""	"10kmL93E070N621"	"5kmL93E0700N6215"	"700126"	"6218725"	"3.001541"	"43.067822"	"Sigean"	"11379"	"11"	"Ile de l'Aute"	"Convolvulus lanuginosus "	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"78730"	"8713"	"Rel 54"	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"2004-08-26"	"2004"	"2004-08-26"	"BRUNET Catherine"	"Conservatoire botanique national méditerranéen de Porquerolles"	"P"	""	"10kmL93E070N620"	"5kmL93E0700N6200"	"704328"	"6202587"	"3.05295958176845"	"42.9226754607963"	"Leucate"	"11202"	"11"	"PLATEAU DE LEUCATE"	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"78810"	"8715"	"Rel 56"	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles"	"2004-08-28"	"2004"	"2004-08-28"	"BRUNET Catherine"	"Conservatoire botanique national méditerranéen de Porquerolles"	"P"	""	"10kmL93E070N620"	"5kmL93E0700N6200"	"704790"	"6202049"	"3.05860795758848"	"42.9178343855655"	"Leucate"	"11202"	"11"	"PLATEAU DE LEUCATE"	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"1347586"	"274764"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2006-04-26"	"2006"	"2006-04-26"	"LIJNEN Delphine"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"914404"	"6236935"	"5.63661441960636"	"43.199414282493"	"La Ciotat"	"13028"	"13"	"CHEMIN CHARRE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1347585"	"274763"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2006-04-26"	"2006"	"2006-04-26"	"LIJNEN Delphine"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"914293"	"6237025"	"5.63528734388044"	"43.2002567010856"	"La Ciotat"	"13028"	"13"	"CHEMIN CHARRE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1347584"	"274762"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2006-04-26"	"2006"	"2006-04-26"	"LIJNEN Delphine"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"914393"	"6236954"	"5.63648704708246"	"43.1995883943858"	"La Ciotat"	"13028"	"13"	"CHEMIN CHARRE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415835"	"284889"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-06-19"	"2007"	"2007-06-19"	"AUDA Pascal"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911249"	"6238429"	"5.59844865668172"	"43.2137860019139"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"8296038"	"1152823"	""	"RT"	"Société Linnéenne de Provence"	"2010-11-17"	"2010"	"2010-11-17"	"VOLANT Jérôme"	"Société Linnéenne de Provence"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"910669"	"6238999"	"5.59154957543123"	"43.2190818473534"	"Cassis"	"13022"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"8312204"	"1154404"	""	"RT"	"Société Linnéenne de Provence"	"2010-11-17"	"2010"	"2010-11-17"	"VOLANT Jérôme"	"Société Linnéenne de Provence"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911900"	"6238681"	"5.60655269905445"	"43.2158585616281"	"Ceyreste"	"13023"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"9873693"	"1398768"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2013-11-20"	"2013"	"2013-11-20"	"VOLANT Jérôme"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"913872"	"6239223"	"5.63101419686816"	"43.2201430336509"	"Ceyreste"	"13023"	"13"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415925"	"284967"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-06-19"	"2007"	"2007-06-19"	"LEJEUNE Solenne / AUDA Pascal"	"Bureau d'études ECO-MED (Ecologie et Médiation) / Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911199"	"6238630"	"5.59791539368757"	"43.2156078259368"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415922"	"284964"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-06-19"	"2007"	"2007-06-19"	"LEJEUNE Solenne / AUDA Pascal"	"Bureau d'études ECO-MED (Ecologie et Médiation) / Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911429"	"6238530"	"5.60070203265724"	"43.2146407159871"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415887"	"284932"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-05-25"	"2007"	"2007-05-25"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912748"	"6239042"	"5.61712333356804"	"43.2188517490517"	"Ceyreste"	"13023"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415880"	"284925"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-05-25"	"2007"	"2007-05-25"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912598"	"6239332"	"5.61539757323611"	"43.2215035925605"	"Ceyreste"	"13023"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415724"	"284792"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-06-19"	"2007"	"2007-06-19"	"AUDA Pascal"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911398"	"6238751"	"5.6004104815819"	"43.2166367292269"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415723"	"284791"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-05-25"	"2007"	"2007-05-25"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912769"	"6239362"	"5.61751191829583"	"43.2217223392941"	"Ceyreste"	"13023"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415907"	"284949"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-05-30"	"2007"	"2007-05-30"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912109"	"6238732"	"5.60914243096109"	"43.2162549825583"	"Ceyreste"	"13023"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"9875741"	"1400816"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2011-04-20"	"2011"	"2011-04-20"	"VOLANT Jérôme"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"910699"	"6238829"	"5.59184973766456"	"43.2175446511689"	"La Ciotat"	"13028"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415909"	"284951"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-04-13"	"2007"	"2007-04-13"	"LEJEUNE Solenne / AUDA Pascal"	"Bureau d'études ECO-MED (Ecologie et Médiation) / Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911308"	"6238670"	"5.59927140288974"	"43.2159351733261"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
